type,n,extra_balls,seed,relaxation,mosek_code,pval,dval,rel_gap,eval_ratio,time
ttrs,5.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_5_755.mat,beta,PrimalAndDualFeasible,-20.8401885987218,-20.840188782088184,8.798691216808609e-09,395980645.1673604,0.01176595687866211
ttrs,20.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_20_105.mat,beta,PrimalAndDualFeasible,-140.25523999928762,-140.25523999939267,7.489676539376883e-13,3750100894475.6367,0.35513901710510254
ttrs,20.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_20_844.mat,beta,PrimalAndDualFeasible,-140.0042434447727,-140.00424361258152,1.1985981055400773e-09,3569409948.614656,0.37096500396728516
ttrs,20.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_20_879.mat,beta,PrimalAndDualFeasible,-134.1726309734443,-134.17263097570822,1.68730599267922e-11,341559679952.6468,0.33618903160095215
ttrs,10.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_10_631.mat,beta,PrimalAndDualFeasible,-94.05122726977913,-94.05122734052951,7.522536013099753e-10,5533188586.346471,0.051583051681518555
ttrs,5.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_5_344.mat,beta,PrimalAndDualFeasible,-20.064080994634807,-20.064081119091114,6.202940779651899e-09,478953358.4113491,0.010952949523925781
ttrs,20.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_20_514.mat,beta,PrimalAndDualFeasible,-69.26646933606901,-69.26646933637008,4.346564374962866e-12,710023293436.2826,0.3851318359375
ttrs,20.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_20_931.mat,beta,PrimalAndDualFeasible,-98.91057947381466,-98.9105794741309,3.1971721494221326e-12,1868470532587.547,0.33724212646484375
ttrs,20.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_20_716.mat,beta,PrimalAndDualFeasible,-142.83236029825315,-142.83236029825164,1.0546283745965955e-14,118314370096435.39,0.4002819061279297
ttrs,20.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_20_702.mat,beta,PrimalAndDualFeasible,-150.5966531822623,-150.59665318963425,4.8951726301226904e-11,281872501262.4104,0.4459841251373291
ttrs,20.0,2.0,../data/soctrust/Section_5_3_unsolved_instances_saved/instance_20_98.mat,beta,PrimalAndDualFeasible,-154.10996147633472,-154.10996147608782,1.6020988355125345e-12,6167651770675.286,0.5127120018005371
