type,n,m,seed,generator_timestamp,test_timestamp,relaxation,time
maxnorm,4,4,25,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0012869834899902
maxnorm,4,4,26,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015528202056884
maxnorm,4,4,27,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016300678253173
maxnorm,4,4,28,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015299320220947
maxnorm,4,4,29,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014350414276123
maxnorm,4,4,30,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0013298988342285
maxnorm,4,4,31,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016601085662841
maxnorm,4,4,32,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014319419860839
maxnorm,4,4,33,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0017750263214111
maxnorm,4,4,34,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015511512756347
maxnorm,4,4,35,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014090538024902
maxnorm,4,4,36,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016520023345947
maxnorm,4,4,37,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014219284057617
maxnorm,4,4,38,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015580654144287
maxnorm,4,4,39,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0018088817596435
maxnorm,4,4,40,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0013511180877685
maxnorm,4,4,41,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014369487762451
maxnorm,4,4,42,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016839504241943
maxnorm,4,4,43,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.001371145248413
maxnorm,4,4,44,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015749931335449
maxnorm,4,4,45,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014071464538574
maxnorm,4,4,46,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015270709991455
maxnorm,4,4,47,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.001633882522583
maxnorm,4,4,48,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0019440650939941
maxnorm,4,4,49,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014832019805908
maxnorm,4,4,50,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016360282897949
maxnorm,4,4,51,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016450881958007
maxnorm,4,4,52,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016729831695556
maxnorm,4,4,53,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016629695892333
maxnorm,4,4,54,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014178752899169
maxnorm,4,4,55,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0012781620025634
maxnorm,4,4,56,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0017540454864501
maxnorm,4,4,57,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015938282012939
maxnorm,4,4,58,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014410018920898
maxnorm,4,4,59,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015110969543457
maxnorm,4,4,60,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0021090507507324
maxnorm,4,4,61,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014660358428955
maxnorm,4,4,62,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.001565933227539
maxnorm,4,4,63,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016219615936279
maxnorm,4,4,64,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016050338745117
maxnorm,4,4,65,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016059875488281
maxnorm,4,4,66,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0013260841369628
maxnorm,4,4,67,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0018270015716552
maxnorm,4,4,68,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0012500286102294
maxnorm,4,4,69,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015561580657958
maxnorm,4,4,70,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0024659633636474
maxnorm,4,4,71,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015461444854736
maxnorm,4,4,72,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016100406646728
maxnorm,4,4,73,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.00148606300354
maxnorm,4,4,74,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015919208526611
maxnorm,4,4,75,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014281272888183
maxnorm,4,4,76,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0018000602722167
maxnorm,4,4,77,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014979839324951
maxnorm,4,4,78,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014960765838623
maxnorm,4,4,79,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015590190887451
maxnorm,4,4,80,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016319751739501
maxnorm,4,4,81,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.001572847366333
maxnorm,4,4,82,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014359951019287
maxnorm,4,4,83,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015180110931396
maxnorm,4,4,84,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0016899108886718
maxnorm,4,4,85,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.001453161239624
maxnorm,4,4,86,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.001471996307373
maxnorm,4,4,87,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.001842975616455
maxnorm,4,4,88,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.001255989074707
maxnorm,4,4,89,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0015439987182617
maxnorm,4,4,90,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014219284057617
maxnorm,4,4,91,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0014350414276123
maxnorm,4,4,92,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.0017709732055664
maxnorm,4,4,93,2023-10-26 00:02:46,2023-10-28 00:37:02,beta,0.001720905303955
maxnorm,4,4,94,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0014698505401611
maxnorm,4,4,95,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0014832019805908
maxnorm,4,4,96,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0014538764953613
maxnorm,4,4,97,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0012898445129394
maxnorm,4,4,98,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0014588832855224
maxnorm,4,4,99,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0016729831695556
maxnorm,4,8,0,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0032668113708496
maxnorm,4,8,1,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0027868747711181
maxnorm,4,8,2,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0029561519622802
maxnorm,4,8,3,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0032849311828613
maxnorm,4,8,4,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0029768943786621
maxnorm,4,8,5,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0031068325042724
maxnorm,4,8,6,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0026159286499023
maxnorm,4,8,7,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0032470226287841
maxnorm,4,8,8,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0033891201019287
maxnorm,4,8,9,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0027589797973632
maxnorm,4,8,10,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0030200481414794
maxnorm,4,8,11,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0032410621643066
maxnorm,4,8,12,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0031421184539794
maxnorm,4,8,13,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0023329257965087
maxnorm,4,8,14,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0033948421478271
maxnorm,4,8,15,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.002587080001831
maxnorm,4,8,16,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0026500225067138
maxnorm,4,8,17,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0029380321502685
maxnorm,4,8,18,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0027198791503906
maxnorm,4,8,19,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0022718906402587
maxnorm,4,8,20,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0028109550476074
maxnorm,4,8,21,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0030159950256347
maxnorm,4,8,22,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0030760765075683
maxnorm,4,8,23,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0026988983154296
maxnorm,4,8,24,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0019412040710449
maxnorm,4,8,25,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0023150444030761
maxnorm,4,8,26,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0028409957885742
maxnorm,4,8,27,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0028860569000244
maxnorm,4,8,28,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0026688575744628
maxnorm,4,8,29,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0027830600738525
maxnorm,4,8,30,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0031948089599609
maxnorm,4,8,31,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.002856969833374
maxnorm,4,8,32,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0026688575744628
maxnorm,4,8,33,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0026001930236816
maxnorm,4,8,34,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0028228759765625
maxnorm,4,8,35,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.002295970916748
maxnorm,4,8,36,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0027098655700683
maxnorm,4,8,37,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0025629997253417
maxnorm,4,8,38,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0027589797973632
maxnorm,4,8,39,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0035130977630615
maxnorm,4,8,40,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0027029514312744
maxnorm,4,8,41,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0022130012512207
maxnorm,4,8,42,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0027000904083251
maxnorm,4,8,43,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0021960735321044
maxnorm,4,8,44,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.002573013305664
maxnorm,4,8,45,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.002821922302246
maxnorm,4,8,46,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0028169155120849
maxnorm,4,8,47,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0025768280029296
maxnorm,4,8,48,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0022809505462646
maxnorm,4,8,49,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.002979040145874
maxnorm,4,8,50,2023-10-26 00:02:46,2023-10-28 00:37:03,beta,0.0028278827667236
maxnorm,4,8,51,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0021181106567382
maxnorm,4,8,52,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0028688907623291
maxnorm,4,8,53,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0021569728851318
maxnorm,4,8,54,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.002777099609375
maxnorm,4,8,55,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0027499198913574
maxnorm,4,8,56,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0033240318298339
maxnorm,4,8,57,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0022480487823486
maxnorm,4,8,58,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0027899742126464
maxnorm,4,8,59,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0026290416717529
maxnorm,4,8,60,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0029740333557128
maxnorm,4,8,61,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0027759075164794
maxnorm,4,8,62,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0026259422302246
maxnorm,4,8,63,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0034120082855224
maxnorm,4,8,64,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0026299953460693
maxnorm,4,8,65,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0025930404663085
maxnorm,4,8,66,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0028917789459228
maxnorm,4,8,67,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0028560161590576
maxnorm,4,8,68,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.002640962600708
maxnorm,4,8,69,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0030419826507568
maxnorm,4,8,70,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0032088756561279
maxnorm,4,8,71,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0025861263275146
maxnorm,4,8,72,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0028939247131347
maxnorm,4,8,73,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0025699138641357
maxnorm,4,8,74,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0032799243927001
maxnorm,4,8,75,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0038058757781982
maxnorm,4,8,76,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0025200843811035
maxnorm,4,8,77,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0030689239501953
maxnorm,4,8,78,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0027649402618408
maxnorm,4,8,79,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0029749870300292
maxnorm,4,8,80,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0026800632476806
maxnorm,4,8,81,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0021929740905761
maxnorm,4,8,82,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0028510093688964
maxnorm,4,8,83,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.003807783126831
maxnorm,4,8,84,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0030047893524169
maxnorm,4,8,85,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0031290054321289
maxnorm,4,8,86,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0028531551361083
maxnorm,4,8,87,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0027198791503906
maxnorm,4,8,88,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0027298927307128
maxnorm,4,8,89,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0028650760650634
maxnorm,4,8,90,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0029678344726562
maxnorm,4,8,91,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0026469230651855
maxnorm,4,8,92,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0035829544067382
maxnorm,4,8,93,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0029809474945068
maxnorm,4,8,94,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0032770633697509
maxnorm,4,8,95,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.002763032913208
maxnorm,4,8,96,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0028538703918457
maxnorm,4,8,97,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0025949478149414
maxnorm,4,8,98,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0027170181274414
maxnorm,4,8,99,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0026500225067138
maxnorm,4,16,0,2023-10-26 00:02:46,2023-10-28 00:37:04,beta,0.0087959766387939
maxnorm,4,16,1,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0108771324157714
maxnorm,4,16,2,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0078809261322021
maxnorm,4,16,3,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0101149082183837
maxnorm,4,16,4,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0076780319213867
maxnorm,4,16,5,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0077009201049804
maxnorm,4,16,6,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0101439952850341
maxnorm,4,16,7,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0094399452209472
maxnorm,4,16,8,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0090789794921875
maxnorm,4,16,9,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0077719688415527
maxnorm,4,16,10,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0075531005859375
maxnorm,4,16,11,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0167500972747802
maxnorm,4,16,12,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0081210136413574
maxnorm,4,16,13,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0094330310821533
maxnorm,4,16,14,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0120611190795898
maxnorm,4,16,15,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.01220703125
maxnorm,4,16,16,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0104730129241943
maxnorm,4,16,17,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.007383108139038
maxnorm,4,16,18,2023-10-26 00:02:46,2023-10-28 00:37:05,beta,0.0066940784454345
maxnorm,4,16,19,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0110611915588378
maxnorm,4,16,20,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.011786937713623
maxnorm,4,16,21,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0087561607360839
maxnorm,4,16,22,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0066759586334228
maxnorm,4,16,23,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0077660083770751
maxnorm,4,16,24,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0092461109161376
maxnorm,4,16,25,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0077910423278808
maxnorm,4,16,26,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0072071552276611
maxnorm,4,16,27,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0073950290679931
maxnorm,4,16,28,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0067310333251953
maxnorm,4,16,29,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0066831111907958
maxnorm,4,16,30,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0097429752349853
maxnorm,4,16,31,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0102779865264892
maxnorm,4,16,32,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0123519897460937
maxnorm,4,16,33,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0098819732666015
maxnorm,4,16,34,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0082118511199951
maxnorm,4,16,35,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0106539726257324
maxnorm,4,16,36,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0076029300689697
maxnorm,4,16,37,2023-10-26 00:02:46,2023-10-28 00:37:06,beta,0.0058879852294921
maxnorm,4,16,38,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0097298622131347
maxnorm,4,16,39,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0083661079406738
maxnorm,4,16,40,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0085389614105224
maxnorm,4,16,41,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0117709636688232
maxnorm,4,16,42,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.008213996887207
maxnorm,4,16,43,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0063939094543457
maxnorm,4,16,44,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0076270103454589
maxnorm,4,16,45,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0130741596221923
maxnorm,4,16,46,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0111308097839355
maxnorm,4,16,47,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0069310665130615
maxnorm,4,16,48,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0081880092620849
maxnorm,4,16,49,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0095419883728027
maxnorm,4,16,50,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.009829044342041
maxnorm,4,16,51,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0094759464263916
maxnorm,4,16,52,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0082209110260009
maxnorm,4,16,53,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.00872802734375
maxnorm,4,16,54,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0084879398345947
maxnorm,4,16,55,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.0093829631805419
maxnorm,4,16,56,2023-10-26 00:02:46,2023-10-28 00:37:07,beta,0.012592077255249
maxnorm,4,16,57,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0091011524200439
maxnorm,4,16,58,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0094070434570312
maxnorm,4,16,59,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0079350471496582
maxnorm,4,16,60,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0067298412322998
maxnorm,4,16,61,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.007408857345581
maxnorm,4,16,62,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0090730190277099
maxnorm,4,16,63,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0086798667907714
maxnorm,4,16,64,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.013895034790039
maxnorm,4,16,65,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0083141326904296
maxnorm,4,16,66,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0100989341735839
maxnorm,4,16,67,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0115878582000732
maxnorm,4,16,68,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0093929767608642
maxnorm,4,16,69,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0104789733886718
maxnorm,4,16,70,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0066978931427001
maxnorm,4,16,71,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0067839622497558
maxnorm,4,16,72,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0075011253356933
maxnorm,4,16,73,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0137090682983398
maxnorm,4,16,74,2023-10-26 00:02:46,2023-10-28 00:37:08,beta,0.0107209682464599
maxnorm,4,16,75,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.008134126663208
maxnorm,4,16,76,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0085189342498779
maxnorm,4,16,77,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0076580047607421
maxnorm,4,16,78,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0099780559539794
maxnorm,4,16,79,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.007153034210205
maxnorm,4,16,80,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0166118144989013
maxnorm,4,16,81,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0074172019958496
maxnorm,4,16,82,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0073680877685546
maxnorm,4,16,83,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0066468715667724
maxnorm,4,16,84,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0064139366149902
maxnorm,4,16,85,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0065240859985351
maxnorm,4,16,86,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0104568004608154
maxnorm,4,16,87,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0065619945526123
maxnorm,4,16,88,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0089380741119384
maxnorm,4,16,89,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.006875991821289
maxnorm,4,16,90,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0075998306274414
maxnorm,4,16,91,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0081281661987304
maxnorm,4,16,92,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0080330371856689
maxnorm,4,16,93,2023-10-26 00:02:46,2023-10-28 00:37:09,beta,0.0105271339416503
maxnorm,4,16,94,2023-10-26 00:02:46,2023-10-28 00:37:10,beta,0.0076010227203369
maxnorm,4,16,95,2023-10-26 00:02:46,2023-10-28 00:37:10,beta,0.014096975326538
maxnorm,4,16,96,2023-10-26 00:02:46,2023-10-28 00:37:10,beta,0.010495901107788
maxnorm,4,16,97,2023-10-26 00:02:46,2023-10-28 00:37:10,beta,0.0065040588378906
maxnorm,4,16,98,2023-10-26 00:02:46,2023-10-28 00:37:10,beta,0.0076899528503417
maxnorm,4,16,99,2023-10-26 00:02:46,2023-10-28 00:37:10,beta,0.0089478492736816
maxnorm,4,32,0,2023-10-26 00:02:46,2023-10-28 00:37:10,beta,0.0557320117950439
maxnorm,4,32,1,2023-10-26 00:02:46,2023-10-28 00:37:10,beta,0.0644929409027099
maxnorm,4,32,2,2023-10-26 00:02:46,2023-10-28 00:37:10,beta,0.0474269390106201
maxnorm,4,32,3,2023-10-26 00:02:46,2023-10-28 00:37:11,beta,0.0759570598602294
maxnorm,4,32,4,2023-10-26 00:02:46,2023-10-28 00:37:11,beta,0.0706889629364013
